click_id,is_attributed
71488,1
53454,1
95766,1
88746,1
121742,1
121178,1
22704,1
24865,1
72464,1
32816,1
109742,1
51665,1
125542,1
22898,1
23999,1
89845,1
29752,1
18931,1
65253,1
70266,1
65064,1
79857,1
101214,1
90833,1
18148,1
4315,1
85018,1
120069,1
124890,1
54647,1
79857,1
100375,1
14045,1
26269,1
116434,1
22067,1
17131,1
26784,1
95750,1
119498,1
65716,1
73516,1
65716,1
94486,1
81424,1
34842,1
32762,1
53454,1
88176,1
41910,1
46257,1
104039,1
84896,1
62054,1
98971,1
5651,1
19250,1
104966,1
31473,1
79044,1
73839,1
95559,1
123729,1
105560,1
42176,1
75109,1
75685,1
115994,1
66638,1
71238,1
44527,1
40501,1
55419,1
81111,1
88881,1
83763,1
117299,1
92721,1
100976,1
89845,1
122777,1
22381,1
55328,1
67711,1
20528,1
70494,1
26995,1
77107,1
92784,1
19436,1
85389,1
65650,1
106723,1
5314,1
10347,1
90395,1
114770,1
45745,1
95498,1
57938,1
82011,1
22809,1
29185,1
120621,1
64740,1
95153,1
24943,1
39330,1
100245,1
112867,1
121472,1
44907,1
8084,1
100042,1
112302,1
81859,1
52024,1
95153,1
73516,1
58028,1
25648,1
2306,1
23983,1
47118,1
56765,1
12725,1
43637,1
29185,1
70134,1
34971,1
18967,1
52830,1
73529,1
45920,1
7645,1
10409,1
119289,1
28198,1
79226,1
119726,1
5348,1
30246,1
39020,1
26630,1
29695,1
13597,1
75980,1
71789,1
115859,1
95411,1
29695,1
113659,1
89626,1
78477,1
93187,1
49257,1
104318,1
25601,1
69156,1
43881,1
22410,1
26580,1
105452,1
120112,1
27918,1
4147,1
62068,1
85401,1
109332,1
98457,1
124755,1
12131,1
108060,1
98639,1
66100,1
55461,1
40592,1
92915,1
98294,1
108956,1
43793,1
23589,1
5024,1
97773,1
116935,1
89350,1
5314,1
88079,1
112715,1
36407,1
124688,1
76759,1
71269,1
104764,1
71189,1
88295,1
110082,1
40130,1
39117,1
11272,1
95711,1
39117,1
26490,1
44361,1
106774,1
43739,1
55213,1
85375,1
17149,1
93587,1
53910,1
11580,1
14966,1
17149,1
29695,1
110795,1
114236,1
14171,1
86479,1
68928,1
120753,1
111732,1
120047,1
73593,1
35734,1
98491,1
91584,1
6330,1
119863,1
83321,1
62765,1
106817,1
79192,1
18467,1
39316,1
101062,1
65131,1
1173,1
1382,1
5178,1
19934,1
119317,1
104207,1
89525,1
44527,1
28275,1
16888,1
103005,1
120693,1
125222,1
113357,1
125542,1
13212,1
5147,1
79192,1
69634,1
60069,1
68413,1
60824,1
82658,1
17899,1
28198,1
111034,1
59426,1
36615,1
26995,1
62688,1
52024,1
35414,1
72471,1
48462,1
5314,1
104039,1
113215,1
120603,1
43827,1
85172,1
17739,1
5147,1
85145,1
86845,1
49257,1
105160,1
98294,1
30336,1
5348,1
35333,1
98971,1
7318,1
1204,1
75109,1
102231,1
4505,1
16039,1
97104,1
28608,1
26379,1
92364,1
96787,1
19870,1
116086,1
70656,1
42849,1
111025,1
75007,1
26630,1
98556,1
24875,1
117886,1
108790,1
43931,1
104285,1
6375,1
72164,1
61402,1
93640,1
86593,1
56345,1
67572,1
108913,1
121472,1
11519,1
65813,1
60677,1
66356,1
43221,1
100785,1
26264,1
82658,1
16229,1
2710,1
96760,1
25705,1
16375,1
35787,1
28198,1
95411,1
68271,1
69266,1
111431,1
12717,1
66377,1
66491,1
107708,1
11253,1
110958,1
55419,1
7252,1
119127,1
28198,1
4295,1
80528,1
86669,1
112269,1
28325,1
86947,1
80243,1
99915,1
10238,1
4052,1
108881,1
26882,1
43677,1
2944,1
64903,1
2441,1
7250,1
87803,1
70556,1
48615,1
12837,1
37650,1
67229,1
10,1
43180,1
126242,1
70494,1
27849,1
65064,1
106267,1
89484,1
6375,1
38265,1
7645,1
97773,1
85107,1
8836,1
28325,1
74355,1
115292,1
68248,1
3813,1
22444,1
36213,1
1074,1
38449,1
44725,1
109620,1
36045,1
46146,1
55342,1
109696,1
38543,1
102030,1
110445,1
33810,1
77866,1
68056,1
109330,1
27177,1
30565,1
89763,1
117763,1
28198,1
126093,1
63308,1
77207,1
89689,1
27177,1
66272,1
49104,1
87879,1
43413,1
34999,1
107330,1
30165,1
72244,1
17814,1
34741,1
101973,1
5147,1
46776,1
110327,1
31426,1
106563,1
120669,1
79857,1
79857,1
69190,1
14764,1
100375,1
6799,1
43881,1
24879,1
9400,1
59145,1
38484,1
100877,1
61402,1
11607,1
50276,1
39117,1
20085,1
22077,1
31859,1
78073,1
107386,1
51195,1
122488,1
1044,1
22012,1
84896,1
124409,1
37320,1
114276,1
39117,1
76811,1
114276,1
39117,1
56155,1
69205,1
5147,1
38755,1
77276,1
39117,1
17814,1
31342,1
36407,1
77048,1
37641,1
55829,1
112362,1
70456,1
120069,1
121492,1
63028,1
37738,1
79226,1
50284,1
77866,1
114456,1
17825,1
73118,1
9868,1
63790,1
83280,1
82011,1
14171,1
88746,1
14692,1
77107,1
98734,1
53581,1
116590,1
22116,1
60677,1
55419,1
125362,1
66356,1
124668,1
29185,1
24865,1
7808,1
18753,1
39499,1
83635,1
98606,1
111087,1
40174,1
36964,1
20626,1
125608,1
27630,1
97526,1
66018,1
8836,1
111815,1
14792,1
8938,1
49257,1
64960,1
106241,1
5348,1
106738,1
63308,1
892,1
11119,1
104545,1
66356,1
26264,1
26011,1
102863,1
70361,1
17486,1
61934,1
80813,1
123776,1
42197,1
39428,1
93587,1
110857,1
109713,1
119863,1
68965,1
119284,1
17376,1
12148,1
119284,1
20495,1
70656,1
7682,1
27630,1
56765,1
111815,1
57896,1
115994,1
68963,1
31652,1
34912,1
43827,1
58334,1
5348,1
44663,1
49257,1
54324,1
68758,1
73201,1
53454,1
18352,1
99906,1
49487,1
16278,1
5348,1
48957,1
106800,1
1586,1
93587,1
80874,1
16186,1
2539,1
75080,1
119734,1
64071,1
39322,1
49429,1
120673,1
16516,1
41213,1
32335,1
5348,1
24729,1
80874,1
83015,1
80874,1
13564,1
38010,1
98639,1
40457,1
5348,1
80874,1
89427,1
2982,1
119863,1
16469,1
53454,1
76211,1
104039,1
15251,1
83015,1
36218,1
52691,1
39524,1
109743,1
50803,1
5493,1
11493,1
77063,1
33868,1
77063,1
77063,1
26011,1
122656,1
111815,1
43984,1
48877,1
16884,1
110958,1
98875,1
43281,1
22784,1
69566,1
54536,1
124688,1
16520,1
63762,1
102824,1
84900,1
28275,1
95585,1
122212,1
22335,1
13610,1
58334,1
16884,1
98491,1
68386,1
115859,1
18916,1
111219,1
1394,1
102280,1
43827,1
32467,1
21640,1
103582,1
5369,1
111186,1
55419,1
65746,1
105447,1
123871,1
72833,1
31473,1
119488,1
26953,1
20530,1
22981,1
75982,1
52767,1
1382,1
5348,1
88828,1
12076,1
25373,1
19436,1
88828,1
16469,1
113820,1
65650,1
21081,1
8482,1
68413,1
89757,1
97463,1
101478,1
8403,1
35282,1
78895,1
1173,1
37233,1
66356,1
37490,1
25057,1
116257,1
58172,1
95765,1
28011,1
34286,1
43827,1
70405,1
35862,1
1186,1
37233,1
24865,1
118042,1
102622,1
15109,1
96313,1
70609,1
32637,1
63796,1
45774,1
5493,1
117886,1
94123,1
73916,1
26953,1
90072,1
105827,1
58334,1
5314,1
125815,1
17181,1
114353,1
42973,1
111034,1
1586,1
65501,1
74294,1
96198,1
35968,1
26409,1
48631,1
89428,1
30886,1
63638,1
25175,1
103370,1
5676,1
86198,1
77737,1
60608,1
85145,1
53129,1
106437,1
70671,1
24323,1
67176,1
99769,1
124877,1
25509,1
48027,1
123623,1
43118,1
115700,1
9057,1
9282,1
50195,1
115947,1
43992,1
108790,1
94209,1
54173,1
93054,1
119284,1
98556,1
35397,1
100960,1
36213,1
114345,1
69614,1
80655,1
12076,1
88856,1
79024,1
67176,1
77048,1
102824,1
125551,1
14045,1
114543,1
8524,1
15080,1
89210,1
106241,1
84900,1
65813,1
75951,1
13088,1
4259,1
67611,1
119848,1
115821,1
6899,1
105037,1
62617,1
5147,1
75451,1
5493,1
109332,1
29368,1
53252,1
13597,1
17329,1
88029,1
54644,1
31047,1
34174,1
41213,1
8924,1
66289,1
10574,1
5348,1
74294,1
99754,1
77567,1
64663,1
10219,1
122212,1
29185,1
120398,1
23533,1
79197,1
115806,1
63430,1
70494,1
25792,1
34270,1
54173,1
13088,1
115621,1
119863,1
80813,1
6871,1
10,1
82114,1
59693,1
91218,1
66356,1
100976,1
66356,1
21126,1
1994,1
100375,1
112464,1
85192,1
61402,1
17149,1
92951,1
75374,1
91666,1
38971,1
18967,1
101096,1
88356,1
43827,1
8484,1
99679,1
43827,1
22012,1
95766,1
119284,1
2211,1
69770,1
85159,1
42849,1
13546,1
86198,1
68494,1
51179,1
99754,1
43677,1
79226,1
108669,1
63093,1
16884,1
30245,1
71838,1
72253,1
121014,1
8482,1
85192,1
43134,1
125108,1
74663,1
77328,1
125542,1
62245,1
119377,1
15145,1
29185,1
56580,1
85264,1
55354,1
119805,1
65716,1
10028,1
67658,1
41213,1
75980,1
111186,1
37549,1
5024,1
101919,1
19436,1
19460,1
62197,1
92804,1
112302,1
112867,1
80806,1
48982,1
26882,1
121626,1
36045,1
84900,1
10356,1
43221,1
5348,1
88070,1
84634,1
58804,1
79857,1
58172,1
101214,1
38407,1
5178,1
83635,1
5038,1
45815,1
118563,1
33509,1
69770,1
80813,1
552,1
73516,1
75595,1
125815,1
60424,1
44101,1
61402,1
98432,1
5314,1
15360,1
51807,1
108658,1
56013,1
14868,1
43855,1
51652,1
68890,1
14171,1
100268,1
100042,1
26190,1
29885,1
49459,1
71937,1
14316,1
1074,1
30663,1
119863,1
2382,1
79197,1
124985,1
44101,1
39117,1
121392,1
44322,1
30248,1
18326,1
81807,1
74355,1
113508,1
111787,1
16952,1
41323,1
20812,1
26953,1
49487,1
20606,1
71937,1
117331,1
4787,1
5178,1
93661,1
5314,1
44536,1
111570,1
31633,1
16658,1
41169,1
102924,1
52215,1
2539,1
46266,1
2539,1
86521,1
5348,1
26687,1
118784,1
77516,1
5348,1
60173,1
26402,1
95766,1
75109,1
44555,1
85644,1
55213,1
50251,1
38711,1
44194,1
100494,1
14737,1
83635,1
49608,1
104318,1
92891,1
77240,1
76241,1
85442,1
75807,1
61073,1
6432,1
6871,1
53454,1
73487,1
29966,1
31119,1
306,1
87879,1
112362,1
5740,1
57994,1
42904,1
83873,1
5147,1
80591,1
98170,1
1337,1
98734,1
8180,1
1044,1
2778,1
12837,1
44595,1
74068,1
15488,1
5314,1
28461,1
8499,1
105206,1
100586,1
94151,1
119284,1
38010,1
21990,1
81651,1
61934,1
100086,1
26961,1
29599,1
43403,1
68547,1
20812,1
26332,1
20812,1
100300,1
89219,1
32614,1
32834,1
33366,1
5314,1
10356,1
109333,1
73516,1
13185,1
115859,1
55930,1
102030,1
59969,1
58028,1
78758,1
5147,1
27646,1
108793,1
57896,1
124688,1
37650,1
685,1
108348,1
68173,1
89417,1
57802,1
5314,1
85150,1
27630,1
88029,1
90431,1
48957,1
7329,1
49459,1
5348,1
52948,1
69517,1
116012,1
17149,1
20812,1
10356,1
120076,1
88063,1
111638,1
109723,1
111025,1
101575,1
7283,1
5314,1
14374,1
73516,1
44555,1
28011,1
54157,1
24865,1
79197,1
19188,1
44555,1
76855,1
71380,1
84900,1
88923,1
55717,1
125542,1
18259,1
32156,1
93661,1
123794,1
93043,1
25299,1
28275,1
4259,1
44555,1
107305,1
126356,1
62239,1
114904,1
65131,1
10745,1
106496,1
44595,1
93325,1
10182,1
99094,1
100712,1
62688,1
54007,1
27557,1
30228,1
25057,1
108658,1
13956,1
1759,1
47552,1
93057,1
119437,1
3015,1
15236,1
52656,1
73206,1
85442,1
111653,1
1382,1
20150,1
55461,1
108081,1
22335,1
27859,1
76681,1
18916,1
37786,1
19270,1
85961,1
85150,1
87902,1
27630,1
117331,1
116083,1
100976,1
117396,1
32467,1
85150,1
100042,1
48132,1
91694,1
56866,1
106800,1
106437,1
108052,1
113437,1
14858,1
99427,1
68413,1
115087,1
125423,1
17814,1
105834,1
14045,1
99427,1
35282,1
58172,1
79197,1
30899,1
122488,1
124766,1
123663,1
86584,1
108790,1
107864,1
17814,1
14458,1
59441,1
72450,1
119517,1
45774,1
49147,1
16884,1
89117,1
9817,1
34999,1
33778,1
118339,1
119176,1
39117,1
34342,1
34999,1
31342,1
15046,1
13597,1
59245,1
59245,1
57100,1
125169,1
59245,1
123908,1
16884,1
59026,1
99809,1
116418,1
116275,1
5348,1
24037,1
49966,1
44392,1
103405,1
71380,1
47424,1
88856,1
52458,1
46443,1
39199,1
36005,1
103567,1
100176,1
12837,1
111431,1
45745,1
31633,1
99024,1
5115,1
64975,1
33902,1
86452,1
55142,1
25591,1
53960,1
47552,1
53715,1
22116,1
37490,1
117331,1
5493,1
112867,1
99769,1
89491,1
122431,1
108658,1
69614,1
101919,1
71576,1
119127,1
10195,1
25057,1
119176,1
67481,1
64400,1
82675,1
57193,1
124755,1
123663,1
69164,1
126356,1
7785,1
5072,1
76855,1
67658,1
20385,1
88688,1
40631,1
20385,1
3211,1
25818,1
97012,1
1140,1
69621,1
60650,1
118339,1
25737,1
102512,1
56126,1
93198,1
106563,1
110682,1
71380,1
13475,1
43134,1
114089,1
5314,1
28082,1
1036,1
115872,1
29567,1
78789,1
83393,1
113672,1
80813,1
120669,1
80813,1
66377,1
35735,1
113215,1
75595,1
5589,1
103401,1
65861,1
3102,1
35680,1
9419,1
126285,1
42171,1
114276,1
105311,1
37948,1
124194,1
107386,1
49431,1
126243,1
34999,1
51181,1
73839,1
41142,1
48165,1
83077,1
82675,1
58334,1
86767,1
102027,1
40169,1
71535,1
27630,1
99769,1
69190,1
15046,1
88135,1
9795,1
99897,1
79372,1
97773,1
59245,1
80119,1
84417,1
69770,1
56818,1
53313,1
83576,1
93747,1
52914,1
119176,1
2800,1
108658,1
36045,1
112302,1
42849,1
33229,1
52656,1
39428,1
37776,1
106770,1
107898,1
85264,1
8352,1
19475,1
70494,1
79226,1
86388,1
69070,1
96872,1
122212,1
38883,1
35915,1
107643,1
122212,1
57821,1
34333,1
26695,1
35680,1
53079,1
22012,1
112464,1
52626,1
36871,1
59182,1
113584,1
124859,1
29577,1
5178,1
36368,1
6269,1
1049,1
28564,1
104084,1
60215,1
61920,1
61009,1
48170,1
55030,1
69770,1
118702,1
43928,1
18926,1
99754,1
64320,1
1659,1
58415,1
65351,1
124095,1
5520,1
5348,1
31645,1
23500,1
75719,1
103032,1
66356,1
68271,1
85650,1
19148,1
122243,1
73388,1
79909,1
15819,1
58415,1
38236,1
76944,1
101603,1
31047,1
62109,1
48459,1
13540,1
52595,1
73362,1
36407,1
22444,1
96018,1
58415,1
43854,1
34999,1
1634,1
38971,1
39662,1
119437,1
64240,1
100245,1
111715,1
15360,1
92594,1
7194,1
81211,1
44361,1
6330,1
5314,1
58978,1
63796,1
109938,1
64493,1
24261,1
88856,1
71838,1
48325,1
31678,1
98510,1
37351,1
122862,1
65659,1
119176,1
103157,1
119545,1
28564,1
10517,1
31455,1
34283,1
70005,1
76855,1
118339,1
73487,1
73487,1
25614,1
89689,1
83690,1
38010,1
17449,1
79121,1
75007,1
108881,1
115859,1
56429,1
96799,1
124095,1
99679,1
119863,1
86524,1
46209,1
48212,1
7793,1
68757,1
70975,1
13185,1
62688,1
14559,1
101214,1
37351,1
100712,1
14087,1
58172,1
48877,1
43827,1
88029,1
7395,1
59245,1
5314,1
86890,1
71763,1
69614,1
28275,1
25588,1
111087,1
32379,1
64435,1
99809,1
28011,1
45522,1
14374,1
38475,1
49459,1
5348,1
89839,1
6635,1
45730,1
13610,1
35977,1
72281,1
28458,1
118942,1
17149,1
62197,1
105447,1
46677,1
13185,1
98912,1
100976,1
42853,1
23022,1
76855,1
27220,1
19064,1
124794,1
32467,1
48495,1
125435,1
118271,1
123690,1
111219,1
106770,1
108103,1
106279,1
28564,1
89417,1
95546,1
38236,1
122087,1
14737,1
5147,1
31849,1
15459,1
1936,1
100088,1
18326,1
34912,1
119437,1
95212,1
19250,1
123813,1
14494,1
8364,1
80806,1
1173,1
22335,1
5348,1
65253,1
46266,1
118942,1
63790,1
54321,1
118866,1
123794,1
30245,1
98875,1
105560,1
25057,1
4784,1
51384,1
14494,1
45774,1
71937,1
1634,1
71671,1
33488,1
91433,1
72936,1
80841,1
62129,1
105569,1
119805,1
38877,1
114866,1
14494,1
12505,1
99769,1
5147,1
90374,1
27782,1
111651,1
118866,1
78789,1
104397,1
120794,1
111570,1
96872,1
81211,1
48282,1
81935,1
27545,1
14494,1
66232,1
98170,1
86388,1
120694,1
106230,1
40654,1
83643,1
29916,1
37786,1
72361,1
23533,1
45852,1
111808,1
73516,1
33134,1
112312,1
5493,1
99503,1
19250,1
15415,1
34595,1
89189,1
51409,1
5314,1
40654,1
14045,1
5493,1
63993,1
94209,1
15109,1
102030,1
41040,1
37351,1
38160,1
58415,1
31342,1
93747,1
43134,1
117396,1
118229,1
113025,1
108481,1
61136,1
10167,1
95145,1
55419,1
26259,1
82449,1
23650,1
114796,1
59245,1
31633,1
64975,1
5314,1
4690,1
75436,1
49602,1
72393,1
125962,1
29290,1
35915,1
49462,1
71671,1
93620,1
64975,1
24879,1
80813,1
71937,1
18916,1
5314,1
5147,1
79909,1
53526,1
40654,1
25509,1
22444,1
92844,1
50870,1
95590,1
40245,1
119734,1
6145,1
29916,1
4553,1
61009,1
17006,1
57100,1
109938,1
39501,1
112362,1
26569,1
116727,1
99754,1
96872,1
5493,1
33612,1
80591,1
18788,1
84362,1
30551,1
10396,1
112464,1
112867,1
83614,1
26402,1
86767,1
34174,1
74013,1
52830,1
82077,1
19250,1
29841,1
109743,1
82161,1
82161,1
14792,1
35221,1
48359,1
111521,1
122488,1
31210,1
125423,1
5147,1
73978,1
80185,1
44063,1
7709,1
32639,1
63932,1
37786,1
94209,1
124064,1
113293,1
112217,1
92712,1
29717,1
85264,1
83393,1
38236,1
42849,1
72789,1
30663,1
5072,1
45420,1
40086,1
122820,1
52743,1
71111,1
99232,1
79207,1
115663,1
85107,1
53454,1
16884,1
5178,1
5348,1
40130,1
61346,1
53241,1
108073,1
45107,1
119349,1
5314,1
84362,1
62863,1
95297,1
120621,1
92594,1
104397,1
5147,1
32625,1
17149,1
102129,1
22615,1
84499,1
27646,1
18049,1
278,1
29916,1
22784,1
93620,1
68963,1
52094,1
114392,1
74936,1
52094,1
108081,1
106230,1
74663,1
552,1
108654,1
34999,1
4147,1
23240,1
22784,1
7709,1
40654,1
55032,1
67751,1
106230,1
81211,1
62560,1
35948,1
7709,1
124295,1
33868,1
105433,1
83161,1
101919,1
86767,1
43105,1
101896,1
80987,1
48459,1
93922,1
62197,1
35335,1
3015,1
116335,1
81846,1
2105,1
105314,1
59245,1
5348,1
59245,1
90318,1
114904,1
31645,1
125288,1
38236,1
7709,1
81876,1
87373,1
71601,1
95766,1
424,1
92575,1
80053,1
8084,1
28237,1
42973,1
32976,1
100519,1
68337,1
117993,1
73978,1
102394,1
8482,1
117407,1
88003,1
91040,1
123993,1
39721,1
70770,1
37776,1
14868,1
101952,1
106083,1
94209,1
8938,1
7682,1
17149,1
3994,1
122462,1
48459,1
85442,1
19734,1
41501,1
108103,1
77797,1
73978,1
112362,1
104318,1
71838,1
2334,1
28564,1
115663,1
120603,1
25289,1
52094,1
27818,1
52094,1
52094,1
31047,1
48296,1
35948,1
15360,1
41450,1
75773,1
34999,1
73487,1
17379,1
95766,1
105534,1
85107,1
80488,1
20443,1
108230,1
81211,1
86669,1
3102,1
6740,1
61009,1
112302,1
36823,1
15572,1
27473,1
75807,1
24951,1
60151,1
83283,1
41148,1
24876,1
44267,1
76031,1
8104,1
69614,1
107864,1
123739,1
79095,1
88518,1
11493,1
70826,1
80884,1
39059,1
63796,1
86246,1
81876,1
25818,1
46854,1
76848,1
106862,1
58570,1
49602,1
108052,1
44063,1
4825,1
42297,1
42297,1
36020,1
84362,1
33947,1
98556,1
74663,1
22784,1
80806,1
88856,1
79207,1
87879,1
124307,1
62560,1
93010,1
33229,1
52626,1
98395,1
2228,1
102417,1
5418,1
38602,1
20443,1
88856,1
38265,1
116966,1
78155,1
102030,1
73487,1
44105,1
105696,1
77361,1
52094,1
109587,1
7709,1
114878,1
68337,1
110168,1
34208,1
88211,1
22704,1
8968,1
24951,1
100174,1
112774,1
42973,1
14374,1
32403,1
52094,1
116597,1
40169,1
16884,1
103125,1
37776,1
5740,1
60258,1
115663,1
86767,1
67202,1
112302,1
89314,1
67481,1
5348,1
63109,1
37786,1
43105,1
96872,1
30981,1
7709,1
124166,1
99940,1
5328,1
20530,1
51195,1
100375,1
68721,1
60956,1
28011,1
77257,1
116966,1
83576,1
59145,1
56988,1
106279,1
108230,1
76647,1
7709,1
112302,1
116966,1
64933,1
53557,1
101952,1
19460,1
95766,1
63822,1
101952,1
30016,1
116966,1
55625,1
17149,1
25092,1
39400,1
62109,1
74501,1
79049,1
74093,1
63786,1
77207,1
89117,1
12716,1
81201,1
110168,1
77055,1
59239,1
88176,1
52626,1
15415,1
45304,1
7196,1
110428,1
31482,1
30663,1
4052,1
15800,1
2643,1
89369,1
1634,1
100212,1
62648,1
24029,1
123729,1
48541,1
76822,1
43899,1
86571,1
82587,1
35510,1
123739,1
109723,1
52094,1
84362,1
109189,1
2385,1
81935,1
70361,1
83992,1
66507,1
71789,1
103180,1
21775,1
116955,1
48212,1
58357,1
101603,1
116966,1
48997,1
125962,1
63862,1
71576,1
105433,1
7283,1
111431,1
27396,1
92740,1
3941,1
64975,1
43573,1
117396,1
39868,1
59426,1
100088,1
41030,1
95779,1
123794,1
100712,1
86890,1
43233,1
44744,1
19064,1
71808,1
54157,1
62042,1
32379,1
76439,1
124859,1
62830,1
5610,1
11083,1
102924,1
93837,1
93057,1
68577,1
13176,1
58772,1
103825,1
49819,1
85072,1
56059,1
77055,1
83641,1
102405,1
34208,1
97028,1
36889,1
73516,1
25128,1
62688,1
112353,1
111537,1
25509,1
46266,1
111025,1
66232,1
114276,1
114796,1
112302,1
19758,1
5314,1
36491,1
21754,1
38434,1
34714,1
55030,1
114904,1
93587,1
15220,1
69190,1
79857,1
58415,1
113711,1
107049,1
72290,1
23067,1
76681,1
109938,1
74497,1
35948,1
27365,1
32392,1
37852,1
77345,1
106162,1
20626,1
64636,1
46648,1
4573,1
111277,1
34493,1
53454,1
69810,1
75650,1
73516,1
86388,1
73487,1
122488,1
83643,1
37515,1
4693,1
79909,1
92594,1
39444,1
70416,1
24951,1
76800,1
62648,1
80841,1
53557,1
106549,1
107873,1
30016,1
109497,1
111715,1
27646,1
74189,1
43855,1
105834,1
25864,1
85389,1
59667,1
62648,1
5178,1
62648,1
67541,1
7709,1
93940,1
112281,1
7350,1
118625,1
32403,1
96049,1
79044,1
77085,1
53617,1
116880,1
43827,1
13546,1
42499,1
106230,1
89309,1
20081,1
22351,1
41169,1
19270,1
19638,1
80806,1
103131,1
45299,1
63790,1
